"(u'd', u'ae')",z,2
"(u'n', u't')",s,3
"(u's', u'r')",th,2
"(u'ng', u'ay')",k,4
"(u'r', u'l')",p,2
"(u'p', u'aa')",el,2
"(u'dh', u'n')",ey,4
"(u'v', u'ae')",er,3
"(u'z', u'ow')",m,2
"(u'ae', u'ah')",n,4
"(u'y', u'r')",ow,8
"(u'ih', u'r')",p,2
"(u'iy', u's')",k,2
"(u'b', u'n')",ah,3
"(u's', u'k')",ay,1
"(u'ah', u'd')",m,6
"(u'w', u'l')",ay,4
"(u'k', u'ih')",r,3
"(u'iy', u'm')",n,1
"(u'm', u'ng')",ih,6
"(u'ah', u'ow')",t,2
"(u'ih', u'z')",l,1
"(u'ay', u'd')",l,9
"(u'z', u'ih')",s,3
"(u'm', u'm')",ah,8
"(u'ay', u'ow')",n,9
"(u'r', u'iy')",iy,1
"(u'ay', u'r')",g,8
"(u'iy', u'dh')",n,6
"(u'ch', u'hh')",t,1
"(u'ch', u'f')",iy,1
"(u'er', u'm')",z,1
"(u'ih', u'hh')",th,8
"(u'n', u'l')",p,3
"(u'ih', u'ae')",z,1
"(u'ah', u'ay')",ch,2
"(u'ey', u'aa')",jh,1
"(u'z', u'n')",ae,25
"(u'ah', u'b')",v,2
"(u'er', u'iy')",hh,1
"(u'n', u'z')",iy,2
"(u'r', u'n')",iy,1
"(u'n', u'aw')",t,2
"(u'ey', u'k')",ay,2
"(u'r', u'ih')",t,4
"(u'r', u'r')",aa,1
"(u'm', u'r')",g,1
"(u'th', u'm')",iy,2
"(u'ih', u'iy')",ng,1
"(u'l', u't')",ah,2
"(u'aa', u'ah')",n,7
"(u'ey', u'ih')",l,4
"(u'iy', u't')",ae,2
"(u'l', u'aa')",k,1
"(u'ih', u'eh')",th,1
"(u'iy', u'r')",ow,3
"(u'jh', u's')",eh,1
"(u'n', u'iy')",sh,8
"(u't', u'eh')",t,1
"(u'l', u'r')",d,2
"(u'p', u'ow')",r,6
"(u'd', u'k')",ey,12
"(u'ay', u'th')",f,1
"(u'n', u'w')",z,3
"(u'l', u'ae')",d,4
"(u'd', u'ow')",s,3
"(u'ng', u'b')",k,2
"(u'hh', u'r')",ih,23
"(u'd', u'f')",ae,2
"(u'iy', u'ih')",s,3
"(u'eh', u'ih')",t,11
"(u't', u'eh')",g,8
"(u'm', u'hh')",ay,3
"(u'iy', u'z')",ih,4
"(u'ow', u'er')",w,2
"(u'ay', u'ae')",ow,2
"(u'el', u'ae')",y,2
"(u'f', u'r')",ah,12
"(u'aa', u'ih')",n,3
"(u'p', u's')",ae,1
"(u'k', u'oy')",b,2
"(u'uw', u'uh')",p,2
"(u'uw', u'n')",aa,3
"(u'ng', u'er')",w,2
"(u'ow', u't')",s,8
"(u'ih', u'ah')",m,9
"(u'r', u'ae')",dh,2
"(u'iy', u'ae')",hh,9
"(u'v', u'ay')",r,1
"(u'el', u'z')",ih,1
"(u'ah', u'hh')",m,11
"(u'ey', u'd')",ch,1
"(u'n', u'oy')",b,2
"(u'ah', u'w')",m,6
"(u'er', u'dh')",z,2
"(u'er', u'l')",aa,7
"(u'ih', u't')",p,1
"(u'r', u'hh')",ow,2
"(u'ah', u'dh')",z,5
"(u'aa', u'er')",dh,10
"(u'm', u'ah')",w,1
"(u'ah', u'jh')",z,2
"(u'n', u's')",ih,2
"(u'uw', u'ay')",m,2
"(u'ay', u'ay')",ah,1
"(u'ow', u'ay')",m,5
"(u'hh', u'jh')",er,2
"(u'eh', u'z')",g,2
"(u'p', u'uw')",y,3
"(u't', u'm')",uw,6
"(u'b', u't')",ey,2
"(u'en', u'l')",t,1
"(u'iy', u'p')",s,2
"(u'v', u'n')",aa,2
"(u'n', u'p')",ae,2
"(u'd', u'ih')",uw,7
"(u'b', u'iy')",l,4
"(u's', u'd')",ih,2
"(u'ay', u'ey')",p,1
"(u'b', u'n')",aa,2
"(u'ah', u'hh')",v,5
"(u'iy', u'ay')",b,2
"(u'ih', u'm')",t,2
"(u'uw', u'aa')",k,2
"(u'ay', u'ow')",d,33
"(u'ow', u'jh')",r,2
"(u'ey', u'ih')",b,4
"(u'ay', u'ih')",m,2
"(u't', u'iy')",hh,7
"(u'm', u'l')",ih,4
"(u'ay', u't')",m,4
"(u'n', u'k')",el,2
"(u'ih', u'dh')",v,1
"(u'n', u'ae')",z,2
"(u'er', u'b')",s,2
"(u'ng', u'ay')",z,2
"(u'hh', u'r')",aa,10
"(u'm', u'uw')",y,2
"(u'z', u'g')",ey,1
"(u't', u'b')",ay,1
"(u'ae', u't')",s,7
"(u'v', u'ih')",z,1
"(u'n', u'th')",d,4
"(u'f', u'uw')",y,4
"(u'aa', u't')",n,9
"(u'n', u'th')",ay,1
"(u'th', u'z')",er,1
"(u'm', u'iy')",dh,4
"(u'ah', u'g')",p,4
"(u'dh', u'n')",iy,4
"(u't', u'ow')",s,9
"(u't', u'ih')",uw,3
"(u't', u'ih')",ow,1
"(u'v', u't')",d,2
"(u'n', u'iy')",dh,14
"(u's', u't')",k,2
"(u'ow', u'ng')",ih,16
"(u'm', u'aa')",t,3
"(u'm', u'ih')",l,2
"(u'ah', u'hh')",n,5
"(u'dh', u'm')",eh,9
"(u'en', u'r')",t,2
"(u'ng', u't')",ae,5
"(u'n', u'eh')",d,3
"(u'iy', u'd')",v,2
"(u'ay', u'l')",m,1
"(u'ah', u's')",n,5
"(u'hh', u'p')",iy,1
"(u'ah', u'y')",n,3
"(u'l', u'z')",er,1
"(u'ah', u'dh')",t,6
"(u'ay', u'ow')",ow,1
"(u'ih', u'ah')",r,6
"(u'ah', u'ae')",m,2
"(u'en', u'n')",eh,1
"(u'uw', u'ih')",m,2
"(u'ow', u'aa')",r,1
"(u'l', u'ih')",hh,2
"(u'n', u'sh')",ae,5
"(u'ng', u'g')",z,1
"(u'l', u'ih')",d,4
"(u'p', u'eh')",g,2
"(u'k', u'ng')",ih,16
"(u'z', u'f')",ey,2
"(u'k', u'uw')",ch,2
"(u'ih', u'th')",t,1
"(u'eh', u'ah')",l,2
"(u'r', u'ah')",iy,3
"(u'b', u'ih')",iy,8
"(u'eh', u'jh')",n,2
"(u's', u'k')",ih,11
"(u'sh', u'ey')",dh,1
"(u'l', u't')",aa,5
"(u'ay', u'aw')",t,1
"(u'z', u'uw')",t,12
"(u'eh', u'iy')",r,19
"(u'k', u'ey')",s,2
"(u'n', u'v')",z,1
"(u'uw', u'z')",n,1
"(u'z', u'ae')",f,1
"(u'd', u'ih')",g,2
"(u'iy', u'n')",ow,1
"(u'ey', u'aa')",s,1
"(u'n', u'b')",jh,1
"(u'f', u'm')",ay,3
"(u'z', u'ey')",p,2
"(u'k', u'ae')",t,1
"(u'eh', u'k')",s,1
"(u'ih', u's')",l,2
"(u'ng', u's')",k,2
"(u'n', u'd')",t,3
"(u'eh', u'er')",dh,4
"(u'ey', u'n')",eh,2
"(u't', u'uw')",t,28
"(u'n', u'dh')",d,42
"(u'ih', u'aw')",ng,5
"(u'v', u'ay')",m,1
"(u'p', u'ah')",t,2
"(u'uw', u'ay')",w,1
"(u't', u'dh')",ah,1
"(u'f', u'er')",th,1
"(u'ah', u'ih')",n,8
"(u'jh', u'n')",aa,1
"(u'r', u'b')",aa,4
"(u'ay', u'th')",t,1
"(u'hh', u'n')",ah,2
"(u'aa', u'n')",r,7
"(u'ah', u'hh')",p,1
"(u'n', u'ah')",p,1
"(u'l', u't')",ow,1
"(u'el', u'er')",w,1
"(u'uw', u'ng')",ih,7
"(u'f', u'n')",ih,7
"(u'ah', u'l')",k,1
"(u'n', u'aa')",uw,1
"(u'ah', u'iy')",v,1
"(u'l', u'w')",ey,1
"(u'ey', u'hh')",g,1
"(u'iy', u't')",aw,2
"(u'w', u'n')",eh,24
"(u'v', u'r')",eh,16
"(u'n', u'b')",aw,6
"(u'ih', u'eh')",z,3
"(u'aa', u'ah')",l,5
"(u'd', u'v')",ow,4
"(u'ae', u'y')",f,1
"(u'n', u'iy')",t,6
"(u'sh', u'r')",ah,2
"(u'z', u'eh')",n,1
"(u'n', u'ae')",t,4
"(u'ng', u'er')",aw,1
"(u'p', u'ey')",iy,1
"(u'n', u'n')",d,6
"(u'z', u'ay')",m,2
"(u'ah', u'ey')",m,4
"(u'p', u's')",ah,1
"(u'er', u'l')",ow,1
"(u'hh', u'ae')",er,2
"(u'th', u'ay')",m,4
"(u'ae', u'ae')",z,2
"(u'ih', u'b')",k,2
"(u's', u'eh')",iy,1
"(u'ay', u'uh')",l,1
"(u'n', u'iy')",d,2
"(u'ng', u'n')",ay,2
"(u'd', u'ih')",m,1
"(u'n', u'hh')",aw,1
"(u'm', u'<')",>,2
"(u'w', u'm')",iy,3
"(u'r', u'l')",uw,2
"(u'uw', u'iy')",l,4
"(u'ay', u'dh')",k,4
"(u'ih', u'ih')",ng,10
"(u'l', u't')",ae,1
"(u'w', u'ch')",ih,2
"(u'ey', u'aa')",n,2
"(u't', u'w')",k,1
"(u'er', u'uw')",n,1
"(u'aw', u'hh')",er,1
"(u'ih', u'iy')",l,7
"(u'v', u't')",s,1
"(u'r', u'ng')",ih,5
"(u'iy', u'ih')",hh,2
"(u'ah', u'iy')",sh,2
"(u'ow', u'ae')",b,2
"(u'uw', u'hh')",l,2
"(u'ay', u'm')",ah,1
"(u'p', u'ih')",r,9
"(u'ih', u'k')",n,12
"(u't', u'ey')",er,1
"(u'ay', u'uh')",w,11
"(u'd', u'ih')",d,1
"(u'b', u'ey')",ay,3
"(u'ae', u'jh')",t,2
"(u'ae', u'el')",t,1
"(u'n', u'ae')",n,1
"(u'el', u'n')",eh,2
"(u'iy', u'ow')",s,4
"(u'ow', u'p')",s,4
"(u'ng', u'eh')",y,1
"(u'el', u'ah')",jh,1
"(u'n', u'ih')",w,7
"(u'ow', u'n')",p,1
"(u'd', u'th')",ay,13
"(u'd', u'ay')",t,3
"(u'el', u'ow')",s,2
"(u'iy', u'ih')",n,10
"(u'uw', u'l')",ey,1
"(u'n', u'b')",iy,1
"(u'n', u'em')",d,1
"(u'uw', u'ey')",t,3
"(u'd', u'eh')",w,2
"(u'er', u'd')",z,3
"(u'uw', u'ah')",n,2
"(u'w', u'ay')",er,2
"(u'aa', u'z')",m,2
"(u'z', u'ay')",n,1
"(u'iy', u'dh')",er,2
"(u'ae', u'ah')",t,4
"(u'ng', u'aw')",d,2
"(u'ng', u'hh')",k,5
"(u'z', u'z')",ae,2
"(u'm', u'iy')",hh,7
"(u'ae', u'k')",v,2
"(u't', u'n')",er,3
"(u'el', u'ih')",th,1
"(u't', u'aa')",iy,1
"(u's', u'v')",t,1
"(u'iy', u'p')",v,1
"(u'm', u'z')",ae,2
"(u'iy', u'ay')",w,3
"(u's', u'n')",aa,1
"(u'iy', u'ae')",m,2
"(u'y', u't')",uw,8
"(u'r', u'iy')",m,4
"(u'l', u'ay')",d,1
"(u'ih', u'th')",th,1
"(u'w', u'ch')",aa,3
"(u'iy', u'eh')",dh,2
"(u'ih', u'dh')",r,4
"(u'er', u'eh')",r,2
"(u's', u'l')",ay,1
"(u'ah', u't')",ch,2
"(u't', u'ow')",dh,1
"(u'v', u'p')",ow,1
"(u't', u'ow')",uw,1
"(u'iy', u't')",v,2
"(u'n', u'r')",eh,4
"(u'ae', u'm')",ah,1
"(u's', u'ah')",b,1
"(u'ah', u'el')",b,7
"(u't', u'b')",uw,9
"(u'ng', u'aw')",hh,5
"(u'b', u'sh')",oy,4
"(u'iy', u'z')",v,1
"(u'eh', u'iy')",d,4
"(u'k', u'd')",ay,2
"(u'd', u'ae')",b,4
"(u'z', u'k')",ae,2
"(u'd', u'd')",eh,1
"(u't', u'iy')",l,11
"(u'iy', u's')",z,1
"(u'ng', u'p')",k,4
"(u'ow', u'ow')",f,1
"(u'eh', u'd')",n,10
"(u'th', u'ng')",ih,71
"(u'v', u'ah')",s,2
"(u'ey', u'l')",v,2
"(u'eh', u'aa')",s,1
"(u'ae', u'g')",d,2
"(u'p', u'n')",ae,2
"(u'ey', u'ih')",y,3
"(u'd', u'aa')",k,1
"(u'ow', u'v')",eh,2
"(u'iy', u'ah')",jh,5
"(u'd', u't')",uw,1
"(u'k', u'iy')",hh,5
"(u'ey', u'ey')",z,4
"(u'ay', u'ae')",hh,1
"(u'z', u'iy')",n,1
"(u'iy', u'iy')",p,2
"(u's', u'eh')",t,4
"(u's', u'uw')",t,4
"(u'r', u'ih')",hh,1
"(u'l', u'k')",iy,1
"(u'aa', u'ow')",l,1
"(u'n', u'r')",d,3
"(u'uw', u'ay')",ay,1
"(u'uh', u'l')",d,1
"(u'eh', u'b')",m,3
"(u'w', u'n')",ah,14
"(u'f', u'iy')",dh,2
"(u'w', u'hh')",iy,4
"(u'v', u'ih')",hh,4
"(u'th', u'uw')",t,1
"(u'r', u'y')",iy,2
"(u'ay', u'ay')",ay,6
"(u'd', u'f')",ah,1
"(u'er', u'eh')",s,4
"(u'th', u'ah')",ah,1
"(u'ay', u'ah')",p,1
"(u'er', u'aw')",d,1
"(u'd', u'uw')",k,4
"(u's', u'ah')",t,15
"(u'd', u'b')",ah,1
"(u'r', u'ow')",f,4
"(u'aa', u'iy')",k,1
"(u'iy', u'er')",hh,2
"(u's', u'aa')",n,4
"(u'y', u'n')",ah,2
"(u'ey', u'n')",k,1
"(u'z', u't')",ih,8
"(u'hh', u'ih')",iy,2
"(u'dh', u't')",ae,75
"(u'th', u't')",er,3
"(u't', u'ih')",r,2
"(u'z', u'aa')",m,2
"(u't', u'y')",ey,3
"(u'k', u't')",s,5
"(u'r', u's')",t,8
"(u'p', u'ow')",g,2
"(u't', u'ow')",hh,4
"(u'iy', u'b')",ah,1
"(u'uw', u'er')",hh,4
"(u'r', u'y')",g,1
"(u't', u'd')",ah,20
"(u'ah', u'ay')",p,2
"(u'l', u'ng')",ih,6
"(u'v', u'ah')",p,1
"(u's', u'w')",t,1
"(u'ey', u'f')",t,1
"(u'ih', u'dh')",s,2
"(u'eh', u'aa')",r,2
"(u'l', u'k')",uh,8
"(u'd', u'ih')",b,2
"(u'n', u'aw')",n,2
"(u'ah', u'jh')",s,1
"(u'd', u'uw')",d,1
"(u'r', u'dh')",th,2
"(u'ey', u'r')",p,2
"(u'l', u'ow')",y,1
"(u'ae', u'd')",d,1
"(u'y', u'w')",uw,4
"(u'aa', u'ih')",m,3
"(u'ng', u'r')",p,2
"(u'd', u't')",ae,2
"(u's', u'ay')",m,1
"(u'z', u'z')",ih,1
"(u'ae', u'l')",n,2
"(u'uw', u't')",ih,1
"(u'ah', u'n')",n,2
"(u'er', u'ae')",z,1
"(u't', u'ae')",hh,27
"(u'n', u'k')",ah,2
"(u's', u'hh')",t,7
"(u'b', u't')",aw,14
"(u'n', u's')",t,14
"(u'er', u't')",ae,2
"(u'eh', u'z')",r,12
"(u'd', u'iy')",hh,7
"(u'b', u'ae')",el,2
"(u'w', u's')",eh,4
"(u'ch', u'n')",ey,2
"(u'm', u'ah')",b,25
"(u'ah', u'r')",p,1
"(u'm', u'ow')",n,1
"(u'ae', u'r')",t,1
"(u'iy', u'ay')",d,3
"(u'er', u'g')",ey,1
"(u'g', u'v')",ih,3
"(u'eh', u'ow')",d,1
"(u'z', u's')",ay,4
"(u'd', u'hh')",ey,3
"(u'ow', u'ah')",w,1
"(u'er', u'ih')",n,1
"(u'r', u'w')",t,1
"(u'f', u'z')",ey,1
"(u'uw', u'ow')",d,1
"(u'dh', u's')",ih,2
"(u'ih', u'ey')",t,1
"(u'eh', u'sh')",p,1
"(u't', u'b')",el,4
"(u'ih', u'ow')",t,2
"(u'ae', u'ch')",k,2
"(u'ay', u'n')",ae,3
"(u'ng', u'uw')",n,1
"(u'zh', u'n')",ah,1
"(u'f', u'z')",ih,3
"(u'eh', u't')",k,9
"(u's', u'n')",ah,21
"(u'el', u'w')",z,1
"(u'uw', u'ah')",zh,1
"(u'aa', u't')",l,1
"(u'th', u'p')",s,1
"(u'iy', u'm')",ay,4
"(u'ah', u'ay')",k,2
"(u'ow', u'er')",v,12
"(u'm', u'ah')",ey,2
"(u's', u'f')",ey,2
"(u'ow', u'el')",sh,2
"(u't', u'z')",ih,8
"(u'>', u'ah')",<,1
"(u't', u'uw')",y,1
"(u'dh', u'w')",iy,16
"(u'r', u'l')",ah,2
"(u'ng', u'r')",eh,2
"(u'ih', u'ah')",n,6
"(u'ey', u'aa')",er,1
"(u'iy', u'p')",z,1
"(u'ng', u'p')",ah,1
"(u'ih', u'd')",t,1
"(u'ay', u'ey')",m,3
"(u'd', u'r')",t,4
"(u'ae', u'ah')",f,2
"(u'ey', u'jh')",n,2
"(u'ay', u'aa')",m,7
"(u'uw', u'b')",z,2
"(u'r', u'iy')",dh,4
"(u't', u'k')",ay,3
"(u'r', u'ay')",r,1
"(u'eh', u'd')",r,1
"(u'th', u't')",aa,1
"(u't', u'n')",s,4
"(u'k', u'ah')",s,2
"(u'ay', u'd')",t,1
"(u'ih', u't')",s,16
"(u'r', u'th')",iy,7
"(u'k', u'z')",el,1
"(u'm', u'r')",t,2
"(u'iy', u'ah')",n,1
"(u'ey', u'm')",ah,5
"(u'z', u'n')",aa,4
"(u'r', u'ah')",z,2
"(u't', u't')",ow,2
"(u'th', u'r')",aa,2
"(u'w', u't')",ay,4
"(u'r', u'ey')",iy,5
"(u'ng', u'ow')",d,1
"(u'ay', u'w')",s,3
"(u't', u'ay')",iy,3
"(u'hh', u'ch')",er,2
"(u'ih', u'f')",r,1
"(u'n', u'd')",jh,1
"(u'y', u'r')",er,1
"(u'n', u'f')",d,5
"(u'd', u'f')",eh,5
"(u'k', u'g')",ah,1
"(u'ay', u'ih')",l,2
"(u'z', u'iy')",p,1
"(u't', u'ch')",ae,2
"(u'r', u'm')",iy,3
"(u'ay', u'ah')",hh,3
"(u'n', u'l')",ay,2
"(u'ih', u'ih')",s,3
"(u'n', u'w')",iy,1
"(u'm', u'iy')",s,2
"(u'm', u'ay')",m,2
"(u'd', u's')",ay,2
"(u'ow', u'eh')",v,2
"(u'iy', u'm')",eh,2
"(u'f', u'n')",ah,4
"(u'd', u'f')",aa,2
"(u'v', u'ih')",dh,1
"(u'ng', u'ow')",m,1
"(u'ih', u'l')",n,2
"(u'er', u'p')",s,5
"(u'ng', u'ah')",b,1
"(u'el', u'oy')",b,2
"(u'ae', u'dh')",t,10
"(u'ng', u'el')",g,1
"(u'aa', u'm')",m,2
"(u'w', u'p')",ay,1
"(u'dh', u'jh')",ey,4
"(u'uw', u'n')",ae,6
"(u'r', u'r')",z,2
"(u's', u'ih')",ow,4
"(u'd', u'h')",em,2
"(u'd', u'ae')",dh,5
"(u'w', u'ay')",ay,2
"(u'ih', u'b')",t,1
"(u'ih', u'g')",d,2
"(u'n', u'sh')",d,6
"(u'ow', u'z')",n,2
"(u'b', u'k')",iy,1
"(u'g', u'r')",aa,4
"(u'ih', u'ay')",ng,4
"(u'ae', u't')",z,1
"(u'ih', u'd')",n,12
"(u't', u'iy')",dh,15
"(u'en', u'hh')",t,1
"(u'r', u'ae')",uw,2
"(u'iy', u'ae')",v,3
"(u'ah', u'ch')",v,1
"(u'r', u'g')",ah,4
"(u's', u'ow')",p,7
"(u'k', u'sh')",ey,1
"(u's', u'uh')",l,1
"(u'ih', u'ow')",v,2
"(u'l', u'uw')",y,10
"(u'ah', u'aa')",p,2
"(u'ey', u'iy')",s,3
"(u'd', u'v')",ah,14
"(u'er', u'aa')",g,2
"(u'ih', u'iy')",r,3
"(u'n', u'hh')",ow,1
"(u'v', u'n')",ae,5
"(u'ae', u'ih')",v,3
"(u'n', u'ay')",aw,1
"(u'eh', u'ae')",r,5
"(u'ah', u'aa')",t,2
"(u'dh', u'ae')",iy,3
"(u'uw', u'ah')",k,4
"(u'dh', u'r')",eh,30
"(u'uw', u't')",s,1
"(u'f', u'eh')",r,2
"(u'z', u'ay')",k,1
"(u'iy', u'g')",eh,1
"(u'n', u'ih')",y,2
"(u'k', u'iy')",p,2
"(u'v', u'eh')",t,1
"(u'er', u'p')",ch,2
"(u'aa', u'm')",l,5
"(u'ih', u's')",z,3
"(u'k', u'ah')",ey,1
"(u'iy', u'aa')",g,1
"(u'ay', u'ih')",th,33
"(u't', u'l')",ey,3
"(u'k', u'p')",s,6
"(u'ay', u'n')",m,1
"(u'uw', u'ih')",th,1
"(u't', u'ih')",el,1
"(u'b', u'iy')",r,1
"(u'ey', u'p')",d,1
"(u'dh', u'sh')",iy,2
"(u'ae', u'ah')",ch,1
"(u'l', u'ah')",ow,1
"(u'ih', u's')",m,4
"(u'ah', u's')",z,4
"(u's', u'l')",eh,8
"(u'z', u's')",ey,3
"(u'ae', u't')",d,1
"(u'iy', u'eh')",g,2
"(u'dh', u'd')",er,2
"(u'ow', u'th')",r,5
"(u'aw', u'ae')",n,2
"(u'eh', u'er')",v,10
"(u'ah', u's')",m,4
"(u'ae', u'p')",m,2
"(u'ow', u'iy')",hh,6
"(u'd', u'ey')",dh,7
"(u'ih', u'jh')",z,2
"(u'p', u'aa')",r,11
"(u'ay', u'dh')",d,4
"(u'ih', u'ay')",t,3
"(u'l', u'd')",v,2
"(u'n', u'f')",s,2
"(u'ey', u'ih')",t,3
"(u'l', u's')",ey,4
"(u'r', u'k')",eh,6
"(u'r', u'ih')",s,1
"(u'n', u'm')",ow,4
"(u'uw', u'ow')",k,3
"(u'g', u'dh')",eh,4
"(u'ow', u'aw')",iy,2
"(u'aa', u'f')",l,3
"(u'er', u'iy')",d,2
"(u'r', u'p')",ae,2
"(u'v', u'r')",ow,2
"(u'iy', u'iy')",k,1
"(u'ae', u'aw')",d,2
"(u'ng', u'ow')",f,5
"(u's', u'm')",ih,6
"(u'ey', u'eh')",v,3
"(u'r', u'l')",eh,2
"(u'd', u'ih')",w,2
"(u'r', u'er')",d,1
"(u'm', u'ah')",hh,3
"(u'aw', u'b')",t,2
"(u's', u'r')",ow,5
"(u'eh', u'dh')",s,3
"(u'l', u'n')",er,3
"(u'uw', u'th')",ay,2
"(u'hh', u'v')",ae,38
"(u'er', u'iy')",sh,2
"(u'er', u'jh')",ih,1
"(u's', u'v')",iy,1
"(u'ae', u'w')",v,1
"(u'ey', u'b')",v,2
"(u'er', u'uh')",l,1
"(u'hh', u'd')",er,1
"(u't', u'n')",ey,1
"(u'ey', u'eh')",k,11
"(u'b', u'b')",ah,4
"(u'er', u'ay')",k,2
"(u'l', u'aw')",n,1
"(u'ey', u'ah')",s,4
"(u'y', u'aa')",uw,6
"(u'iy', u'l')",f,1
"(u'z', u'z')",ah,2
"(u'z', u'n')",ey,2
"(u't', u'ih')",k,2
"(u't', u'eh')",m,1
"(u'ae', u'ih')",l,2
"(u'l', u'k')",ey,1
"(u'ow', u'r')",eh,2
"(u'ah', u'p')",n,2
"(u'v', u'w')",k,2
"(u'z', u'n')",ih,10
"(u'er', u'n')",s,3
"(u'ey', u'ae')",t,2
"(u'th', u'n')",ih,1
"(u's', u'ae')",t,6
"(u'f', u't')",ae,2
"(u'ae', u'eh')",n,5
"(u'b', u'd')",eh,4
"(u'v', u'b')",er,1
"(u'n', u'iy')",l,2
"(u'dh', u'v')",iy,2
"(u'v', u'uw')",t,2
"(u'ih', u'p')",ng,2
"(u't', u'ae')",er,4
"(u'iy', u'ch')",ey,1
"(u'aa', u'hh')",t,4
"(u'd', u'ay')",l,1
"(u'jh', u'r')",ah,8
"(u'z', u'ey')",uw,1
"(u'iy', u'w')",n,7
"(u'ey', u'y')",hh,2
"(u'ah', u'eh')",t,3
"(u'dh', u'z')",er,2
"(u'jh', u'n')",ae,6
"(u'd', u'ah')",ay,4
"(u's', u'ih')",hh,2
"(u'z', u'eh')",y,3
"(u'z', u'uw')",b,2
"(u'l', u'r')",iy,3
"(u'ch', u'ah')",p,1
"(u'r', u'r')",d,1
"(u'p', u'ow')",n,2
"(u'n', u't')",eh,2
"(u'ae', u'hh')",k,2
"(u't', u'eh')",ow,4
"(u't', u'k')",iy,1
"(u'ah', u'ah')",ch,1
"(u'ae', u'p')",t,1
"(u'ng', u'dh')",k,11
"(u't', u'f')",aa,2
"(u'ow', u'ih')",dh,1
"(u'r', u'ey')",dh,8
"(u'sh', u'hh')",iy,3
"(u'z', u'iy')",dh,3
"(u'ih', u'ae')",jh,2
"(u't', u'd')",el,4
"(u'ah', u'b')",z,5
"(u'jh', u'ih')",w,2
"(u'ah', u'r')",ow,1
"(u'ay', u'ow')",jh,1
"(u'm', u'l')",ay,4
"(u'ih', u'r')",g,1
"(u'dh', u'ch')",iy,1
"(u'ah', u'ay')",d,2
"(u'w', u'r')",eh,16
"(u'aw', u't')",t,3
"(u'dh', u'p')",er,1
"(u'v', u'r')",p,1
"(u'ow', u'p')",n,1
"(u'm', u'r')",ay,1
"(u'r', u'ow')",iy,2
"(u't', u'z')",iy,3
"(u'ey', u'ih')",g,1
"(u't', u'ch')",uw,1
"(u'hh', u'm')",ih,28
"(u'ow', u't')",z,5
"(u't', u'aa')",uw,2
"(u'sh', u'r')",ow,2
"(u'n', u'ih')",t,6
"(u'ah', u'ow')",s,5
"(u'r', u's')",ih,8
"(u'm', u'n')",ey,4
"(u'ih', u'ay')",z,3
"(u'ay', u'z')",l,1
"(u'ae', u'l')",g,2
"(u's', u'b')",ah,3
"(u'l', u'hh')",iy,1
